recency,frequency,monetary,Cluster
0.9119485923259345,-0.10293032413747628,0.11061467981998137,2
-1.5373700105939418,-0.10293032413747628,-1.7064363312705102,0
-0.9666549963213493,-0.10293032413747628,-0.056993112047357644,0
-1.632489179639374,-0.10293032413747628,1.0490640592424192,0
1.1259667226781567,-0.10293032413747628,0.4774470271707342,2
-0.22948143621925063,-0.10293032413747628,-0.03665649953437474,0
-0.8715358272759173,-0.10293032413747628,1.3402984057888658,3
0.9595081768486505,-0.10293032413747628,-1.1873745504484783,2
0.8406092155418604,-0.10293032413747628,2.383047364083817,3
-1.2044529189349296,-0.10293032413747628,0.1528058148251151,0
-0.9190954117986333,-0.10293032413747628,-0.7950982971869374,0
-0.6812974891850531,-0.10293032413747628,2.277600401220227,3
-1.3233518802417197,-0.10293032413747628,1.2572854488447838,3
-1.2520125034576457,-0.10293032413747628,0.32403720493618676,0
0.8881688000645764,-0.10293032413747628,-0.4056787027226853,2
-0.08680268265110248,-0.10293032413747628,-0.7530691558413208,0
-0.03924309812838644,-0.10293032413747628,0.4372768603316187,3
-0.2057016439578926,-0.10293032413747628,-0.534349340830885,0
0.7930496310191444,-0.10293032413747628,-1.2734407260087497,2
-1.4184710492871517,-0.10293032413747628,0.06855587700513525,0
1.5302231911212432,-0.10293032413747628,-0.7752755286838461,2
-1.3709114647644358,-0.10293032413747628,0.48862306268479916,0
-0.13436226717381852,-0.10293032413747628,-0.5484422561006462,0
0.8881688000645764,-0.10293032413747628,2.6438783503622396,3
-1.0617741653667814,-0.10293032413747628,-0.3436855340067436,0
-0.9666549963213493,-0.10293032413747628,-0.4564736221446314,0
-1.0855539576281394,-0.10293032413747628,0.8699828861530648,3
-1.5135902183325838,-0.10293032413747628,-1.9020069201706256,0
0.9119485923259345,-0.10293032413747628,-0.6471459198210987,2
-0.4197197743101148,-0.10293032413747628,0.29914399136854064,0
-0.6812974891850531,-0.10293032413747628,-0.044115282827906915,0
-1.5135902183325838,-0.10293032413747628,-1.3169811307289443,0
0.3412335780533419,-0.10293032413747628,-0.1912919480063308,2
-1.1331135421508556,-0.10293032413747628,1.8536298658514232,3
-0.8239762427532012,-0.10293032413747628,0.4894051090319734,0
-0.657517696923695,-0.10293032413747628,-0.6223194644224666,0
-0.08680268265110248,-0.10293032413747628,0.010687416723020364,0
0.7930496310191444,-0.10293032413747628,-0.30051848039622225,2
0.8168294232805023,-0.10293032413747628,1.0838164614580814,3
1.577782775643959,-0.10293032413747628,0.08786339183395242,2
-0.7764166582304851,9.365360606749839,0.7203986269150582,1
-0.5386187356169049,-0.10293032413747628,0.11695254704729695,0
-1.2995720879803616,-0.10293032413747628,-0.884621467145759,0
1.8631402827802555,-0.10293032413747628,-0.29474422525394106,2
-1.1093337498894975,-0.10293032413747628,-0.35650323770039866,0
-0.7288570737077691,-0.10293032413747628,1.5643624423604965,3
0.412572954837416,-0.10293032413747628,-0.09938412892269131,2
-0.06302289038974446,-0.10293032413747628,0.6884982952125291,3
-0.9666549963213493,-0.10293032413747628,1.4525624227884748,3
-0.609958112400979,-0.10293032413747628,-0.4202455168903848,0
1.1021869304167986,-0.10293032413747628,1.2985938458397526,3
0.7454900464964284,-0.10293032413747628,-0.48759100451677373,2
1.2448656839849468,-0.10293032413747628,-0.48156465187786585,2
0.46013253936013204,-0.10293032413747628,-1.2242290196011394,2
0.8881688000645764,-0.10293032413747628,-2.233225667595302,2
-0.22948143621925063,-0.10293032413747628,-0.22641734474425754,0
-0.7050772814464111,-0.10293032413747628,-1.3786138996093988,0
0.7930496310191444,-0.10293032413747628,-0.17880740426715597,2
-0.5623985278782629,-0.10293032413747628,1.8693124059948945,3
0.412572954837416,-0.10293032413747628,1.450538579730464,3
-1.5611498028553,-0.10293032413747628,-0.9370503567072738,0
-1.703828556423448,-0.10293032413747628,0.9508831270220057,0
-0.609958112400979,-0.10293032413747628,-0.12342532427244858,0
0.9832879691100086,-0.10293032413747628,0.27103499440175655,2
-1.3946912570257937,-0.10293032413747628,1.921714920312535,3
0.38879316257605795,-0.10293032413747628,0.8336497200300322,3
1.2448656839849468,-0.10293032413747628,0.13751561789669434,2
-1.3709114647644358,-0.10293032413747628,2.0539623231006083,3
1.554002983382601,-0.10293032413747628,0.007248666703744925,2
0.7930496310191444,-0.10293032413747628,-0.6896335158456051,2
-1.5611498028553,-0.10293032413747628,-0.6201997290532317,0
1.1735263072008728,-0.10293032413747628,0.347244609962368,2
0.1034356554397617,-0.10293032413747628,-0.42569406875388716,2
1.1021869304167986,-0.10293032413747628,0.5752434033729761,2
-0.2057016439578926,-0.10293032413747628,-0.4149492908696861,0
1.9344796595643294,-0.10293032413747628,0.41827305078608185,2
1.0546273458940827,-0.10293032413747628,-0.8043402099898288,2
0.6028112929282802,-0.10293032413747628,-0.2600567648742125,2
-1.0379943731054233,-0.10293032413747628,0.10092099480893547,0
1.3162050607690208,-0.10293032413747628,-1.9680167341373134,2
-1.3709114647644358,-0.10293032413747628,0.027639112215991985,0
-1.3946912570257937,-0.10293032413747628,-0.300291473999668,0
-0.2770410207419667,-0.10293032413747628,0.15627573519151788,0
1.2686454762463049,-0.10293032413747628,-0.34900832384308594,2
-1.4660306338098679,-0.10293032413747628,0.8669237469628095,0
-0.3483803975260407,-0.10293032413747628,-0.5114790588542464,0
-1.1093337498894975,-0.10293032413747628,0.14187301476999956,0
-1.3233518802417197,-0.10293032413747628,1.412296401055348,3
-1.584929595116658,-0.10293032413747628,-0.09654510043092725,0
0.8881688000645764,-0.10293032413747628,0.114061946880757,2
0.8168294232805023,-0.10293032413747628,0.4356371704174049,2
0.8168294232805023,-0.10293032413747628,0.23674630954987058,2
0.9595081768486505,-0.10293032413747628,0.22964720375513775,2
0.8168294232805023,9.365360606749839,1.7138077994121255,1
0.48391233162149005,-0.10293032413747628,-0.40430720822269073,2
-1.2520125034576457,-0.10293032413747628,-0.9876431269667676,0
-0.8715358272759173,-0.10293032413747628,-0.0499915855204649,0
-0.11058247491246051,-0.10293032413747628,-0.8207004687576854,0
-1.2282327111962876,-0.10293032413747628,1.697228714406184,3
-0.5386187356169049,-0.10293032413747628,-0.6836924453320834,0
-0.08680268265110248,-0.10293032413747628,0.4530808645802486,3
-1.2757922957190035,-0.10293032413747628,1.2610336497803052,3
-0.08680268265110248,-0.10293032413747628,-0.4416859902685242,0
0.9832879691100086,-0.10293032413747628,-0.34900832384308594,2
-1.4184710492871517,-0.10293032413747628,-0.09013664319438329,0
0.1985548244851938,-0.10293032413747628,-0.09512829610280164,2
-0.9428752040599914,-0.10293032413747628,0.9739594627503526,3
1.0308475536327246,-0.10293032413747628,0.10258199982631953,2
0.6741506697123543,-0.10293032413747628,-0.6597698602166776,2
0.15099523996247774,-0.10293032413747628,0.04441987396773136,2
1.3162050607690208,-0.10293032413747628,0.03547363461003633,2
0.07965586317840367,-0.10293032413747628,-1.5155304235301335,2
-1.0379943731054233,-0.10293032413747628,0.23975501807379127,0
1.3162050607690208,-0.10293032413747628,-0.10090124249639436,2
0.5314719161442061,-0.10293032413747628,-0.7030772326972685,2
0.7454900464964284,-0.10293032413747628,-0.14414339352979078,2
0.17477503222383578,-0.10293032413747628,0.8313518817738819,3
1.1735263072008728,-0.10293032413747628,-0.2306737198479362,2
-0.3008208130033247,-0.10293032413747628,0.3655558199564783,0
-1.5611498028553,-0.10293032413747628,-1.2726250992811,0
0.008316486394329605,-0.10293032413747628,-0.1053697554695654,2
0.5790315006669221,-0.10293032413747628,0.08159892226917294,2
1.2448656839849468,-0.10293032413747628,-1.1053794087227267,2
-1.3946912570257937,-0.10293032413747628,1.8306638077926471,3
-1.1093337498894975,-0.10293032413747628,2.9170562499977546,3
-0.5386187356169049,-0.10293032413747628,-0.04836119438214936,0
0.8406092155418604,-0.10293032413747628,0.22873016085581538,2
1.0546273458940827,-0.10293032413747628,-0.6723800331750521,2
-1.0379943731054233,-0.10293032413747628,0.7322249173203811,0
-0.8239762427532012,-0.10293032413747628,-1.5024247377568816,0
1.1973060994622307,-0.10293032413747628,1.3920011258683842,3
0.2698942012692679,-0.10293032413747628,-0.49838572184286745,2
1.1497465149395147,-0.10293032413747628,-0.2551417550096407,2
0.7454900464964284,-0.10293032413747628,1.1055083666327024,3
-0.7288570737077691,9.365360606749839,0.6890118544192552,1
-0.7288570737077691,-0.10293032413747628,1.1156411739239265,3
-1.2282327111962876,-0.10293032413747628,-0.09985800490177302,0
0.8643890078032185,-0.10293032413747628,-0.38173492086771654,2
0.5790315006669221,-0.10293032413747628,-0.6482312453402521,2
-1.3946912570257937,-0.10293032413747628,0.6433245296740849,0
